cliente_id,pedidos_mes,ticket_mclp,recencia_dias,margen_pct,devoluciones_pct,variabilidad_pedidos,canal,contrato,region
CL0599,21.7697,0.5237,28.4243,33.1236,7.6066,0.1023,Mixto,0,Sur
CL0600,14.0311,2.9751,39.6345,33.3546,11.9248,0.2322,Mixto,1,Centro
CL0601,4.8020,0.2067,51.1162,16.0484,7.2848,0.2528,Digital,1,Centro
CL0602,27.1134,1.0490,12.4865,12.5743,5.3401,0.3688,Digital,0,Sur
CL0603,22.1614,1.6038,1.0000,30.3300,5.8911,0.5419,Ejecutivo,0,Centro
CL0604,16.4806,2.3457,13.1893,NA,2.8637,0.2833,Digital,0,Centro
CL0605,14.1107,0.4835,24.1858,27.3124,9.0950,0.5078,Ejecutivo,1,Centro
CL0606,5.5158,0.3468,31.5484,9.6214,1.2658,0.5676,Mixto,1,Centro
CL0607,23.2866,2.2258,8.4156,35.8852,10.8224,0.1808,Mixto,1,Sur
CL0608,23.8830,1.0004,1.0000,24.7784,3.7296,0.4748,Mixto,0,Centro
CL0609,18.1360,2.4061,22.2446,12.0457,3.0980,0.4653,Mixto,1,Norte
CL0610,11.2595,0.6240,9.5344,31.4749,5.8957,0.4207,Mixto,1,Norte
CL0611,3.3294,0.2903,32.7734,17.3670,2.0941,0.3474,Mixto,1,Sur
CL0612,8.9407,0.9179,22.6238,19.7952,8.6995,0.2760,Mixto,0,Sur
CL0613,18.3588,1.2950,16.8924,11.7576,6.7931,0.3061,Digital,1,Sur
CL0614,27.4772,4.8293,43.8434,NA,9.4231,0.1410,Ejecutivo,1,Centro
CL0615,1.3053,0.1828,27.9262,23.4035,3.0282,0.3506,Digital,0,Centro
CL0616,6.6118,0.3404,30.1351,28.4155,1.3601,0.1496,Digital,0,Sur
CL0617,14.4058,1.9196,1.0000,18.7554,2.6155,0.3299,Digital,1,Centro
CL0618,13.1411,1.1282,4.3677,8.6522,6.2725,0.2057,Mixto,1,Sur
CL0619,15.5902,1.0100,12.4650,29.0911,6.5110,0.2642,Digital,1,Sur
CL0620,3.8997,1.4696,35.5998,27.2633,6.2793,0.3113,Mixto,1,Sur
CL0621,4.5513,0.0549,23.3445,NA,1.0477,0.2896,Mixto,0,Norte
CL0622,22.9194,1.3538,7.3360,22.0878,1.9268,0.1251,Ejecutivo,0,Sur
CL0623,21.7275,2.4802,29.2377,32.4059,9.5246,0.3195,Digital,1,Centro
CL0624,14.1958,1.0034,24.5284,29.5168,7.0549,0.4201,Digital,0,Norte
CL0625,9.8320,0.6946,9.9647,19.7584,4.0692,0.1251,Mixto,1,Centro
CL0626,11.9005,0.4567,12.9201,28.0543,3.0211,0.4566,Ejecutivo,0,Sur
CL0627,12.5914,0.4374,17.2073,25.2609,6.4282,0.2728,Mixto,1,Centro
CL0628,3.9391,0.1794,35.7820,NA,3.4430,0.0788,Digital,0,Sur
CL0629,17.0221,0.6834,1.0000,20.2131,5.2496,0.2527,Digital,0,Centro
CL0630,1.0000,0.2939,19.5781,15.0940,1.6858,0.3152,Digital,0,Norte
CL0631,13.5702,0.3630,7.3782,28.5702,5.9021,0.1087,Mixto,0,Sur
CL0632,10.6880,0.5316,8.6516,24.7205,7.8163,0.0675,Mixto,1,Sur
CL0633,11.4845,0.5056,12.1717,26.5833,5.5375,0.0300,Mixto,0,Sur
CL0634,25.9199,0.2460,2.8815,21.0130,5.0452,0.1267,Digital,0,Norte
CL0635,4.2288,0.2305,39.8760,14.7360,1.6732,0.6880,Mixto,0,Centro
CL0636,8.2628,0.9861,20.6752,26.3108,7.7871,0.3937,Digital,0,Norte
CL0637,34.8158,7.1923,11.0267,21.0742,1.0922,0.5799,Ejecutivo,1,Centro
CL0638,21.8751,0.8831,1.0000,27.6439,7.3652,0.2172,Mixto,0,Centro
CL0639,17.4692,0.6552,27.8403,15.8830,4.6420,0.5235,Mixto,0,Centro
CL0640,8.8996,1.1749,1.8582,30.7056,5.0524,0.4108,Digital,1,Sur
CL0641,1.2338,0.7173,1.0000,19.0193,5.1055,0.5880,Ejecutivo,0,Norte
CL0642,13.7212,0.6358,13.1063,34.1875,6.9859,0.0811,Ejecutivo,1,Norte
CL0643,9.2874,3.5661,6.5741,31.0168,10.9127,0.2491,Digital,1,Norte
CL0644,3.7725,0.1551,30.1585,13.1024,3.5488,0.4429,Mixto,1,Sur
CL0645,4.6879,0.1285,31.0699,21.4465,2.5872,0.3734,Digital,0,Sur
CL0646,4.5313,0.2498,46.5820,14.7615,4.8001,0.4275,Mixto,1,Sur
CL0647,4.0962,0.2993,12.9272,23.3472,3.7025,0.4881,Ejecutivo,0,Sur
CL0648,6.2759,1.0880,21.1263,33.5753,5.8747,0.5435,Ejecutivo,0,Sur
CL0649,12.9050,2.3296,35.7342,30.5541,7.8795,0.2551,Digital,0,Centro
CL0650,25.3804,1.8775,14.0681,34.4302,10.8750,0.5674,Ejecutivo,0,Centro
CL0651,21.4133,1.7397,34.2555,14.5534,9.4896,0.2590,Ejecutivo,1,Centro
CL0652,22.9541,3.5516,24.6690,36.7975,8.7924,0.3033,Mixto,1,Centro
CL0653,11.2871,3.0011,33.7771,40.0455,6.5125,0.2436,Mixto,1,Sur
CL0654,6.5836,0.1613,58.5448,20.6191,2.5667,0.2239,Digital,0,Sur
CL0655,13.4022,0.4356,16.2271,20.5790,4.7787,0.4907,Ejecutivo,0,Norte
CL0656,23.5326,2.2010,35.8079,24.5435,7.1481,0.1838,Mixto,0,Centro
CL0657,18.0085,0.5829,1.0000,41.7469,7.3032,0.1095,Ejecutivo,1,Norte
CL0658,27.2035,3.6326,1.0000,29.5934,8.7186,0.3277,Ejecutivo,1,Sur
CL0659,1.5007,0.2258,24.7264,19.1248,4.1549,0.1227,Ejecutivo,1,Centro
CL0660,11.4049,0.7467,1.0000,29.2792,6.4547,0.2841,Ejecutivo,1,Sur
CL0661,12.2089,1.1219,17.8190,27.6941,6.6899,0.3461,Mixto,1,Norte
CL0662,10.8586,1.0314,7.1476,23.3160,5.9607,0.3020,Ejecutivo,1,Sur
CL0663,1.6349,0.1318,46.8835,28.0500,4.8942,0.4116,Digital,1,Centro
CL0664,5.9480,0.3047,28.1486,3.0512,0.5481,0.1085,Mixto,0,Norte
CL0665,7.8914,0.2448,37.5583,27.7575,4.5666,0.5001,Digital,0,Sur
CL0666,6.3236,0.1649,40.3498,15.8845,2.3533,0.1940,Digital,0,Sur
CL0667,10.1790,1.3632,21.9459,28.2687,8.6099,0.3041,Ejecutivo,1,Norte
CL0668,6.4940,0.1988,21.2893,17.7312,1.2606,0.0920,Mixto,1,Centro
CL0669,30.3648,1.4815,8.7515,18.7571,4.0190,0.6265,Digital,0,Norte
CL0670,7.4463,1.0634,5.1550,27.3947,8.2472,0.4214,Mixto,0,Centro
CL0671,19.6703,2.5996,11.3665,14.1674,2.5315,0.0375,Ejecutivo,0,Centro
CL0672,15.7875,1.9937,17.1425,27.5604,3.2282,0.4607,Digital,1,Sur
CL0673,6.5388,0.1622,43.4595,11.4073,6.6217,0.4292,Mixto,1,Centro
CL0674,25.0761,5.2217,23.5398,23.7012,3.1642,0.5370,Digital,1,Norte
CL0675,1.9181,0.7957,42.9346,NA,5.4338,0.1884,Digital,1,Norte
CL0676,1.0000,3.9200,24.9894,42.2628,12.1055,0.0807,Ejecutivo,1,Centro
CL0677,9.1014,0.2029,42.5864,8.5845,2.4468,0.3637,Mixto,0,Norte
CL0678,9.3115,0.4999,6.1987,26.6775,6.7323,0.4456,Mixto,1,Centro
CL0679,5.6927,0.2767,48.7981,12.6028,2.7123,0.1510,Ejecutivo,1,Norte
CL0680,9.3929,0.2974,49.1330,27.3967,4.9683,0.4456,Ejecutivo,0,Sur
CL0681,1.2352,0.2114,38.3862,28.4373,2.0893,0.4046,Digital,0,Norte
CL0682,21.4212,2.3098,11.7977,22.8369,3.8361,0.2067,Ejecutivo,0,Norte
CL0683,12.3684,1.0335,18.3952,23.4758,11.8652,0.3560,Mixto,0,Centro
CL0684,17.5525,1.0669,1.0000,29.6087,7.2317,0.3289,Digital,1,Sur
CL0685,30.3971,2.0490,12.1972,20.2287,4.0970,0.3217,Mixto,0,Sur
CL0686,24.0614,2.8089,15.1806,30.2655,11.6331,0.3748,Ejecutivo,1,Sur
CL0687,15.5081,1.4286,6.2160,19.2979,5.3055,0.5329,Digital,0,Norte
CL0688,7.0809,2.8228,32.6826,37.6882,8.8443,0.2394,Digital,0,Centro
CL0689,11.9361,0.6882,1.6444,30.7705,8.3936,0.3617,Ejecutivo,1,Sur
CL0690,6.1330,0.9555,21.1976,17.8303,5.5579,0.2680,Digital,1,Centro
CL0691,13.4116,0.5128,20.1341,11.3468,4.0433,0.3075,Ejecutivo,1,Sur
CL0692,12.9338,3.2521,39.1821,38.6196,8.8670,0.1264,Mixto,1,Centro
CL0693,3.5081,0.2754,28.3708,16.2286,3.2474,0.2644,Digital,0,Centro
CL0694,21.8749,1.2979,1.0000,6.5408,2.8663,0.4073,Ejecutivo,0,Norte
CL0695,12.8984,0.6887,10.9295,24.9719,5.3671,0.3543,Digital,0,Sur
CL0696,16.2465,4.1027,31.9762,31.6076,14.6133,0.2694,Ejecutivo,0,Centro
CL0697,5.7421,0.2667,10.7509,11.6096,0.0425,0.4002,Mixto,1,Norte
CL0698,14.2013,1.7385,1.0000,15.0708,2.8618,0.1639,Digital,0,Sur
CL0699,3.7577,0.0785,35.3266,3.0000,0.4329,0.4104,Mixto,0,Norte
CL0700,18.2790,0.7428,22.7916,21.5504,4.1540,0.0622,Mixto,0,Sur
CL0701,23.2896,0.9675,9.9677,25.2345,2.9222,0.2666,Ejecutivo,1,Norte
CL0702,11.7445,0.2998,18.8985,21.8264,8.6346,0.4268,Digital,1,Sur
CL0703,14.7276,0.6167,28.3166,19.6174,6.1829,0.2359,Ejecutivo,1,Centro
CL0704,7.1061,0.2425,45.2095,NA,1.3054,0.3629,Digital,0,Sur
CL0705,3.5700,0.2658,27.2673,20.0257,3.7282,0.2292,Mixto,1,Centro
CL0706,21.2573,1.7559,1.0000,25.3340,1.0879,0.0761,Ejecutivo,0,Sur
CL0707,11.4944,2.3023,25.4646,41.0419,9.9054,0.2323,Digital,0,Centro
CL0708,5.6460,0.0715,29.8774,16.3464,4.6326,0.4230,Ejecutivo,1,Sur
CL0709,7.8255,0.2231,25.5269,16.8815,2.0499,0.2109,Digital,1,Norte
CL0710,19.6763,1.5891,4.1103,19.1414,3.7787,0.3949,Ejecutivo,0,Norte
CL0711,24.2791,2.5744,34.3356,35.2174,8.1451,0.0300,Mixto,0,Centro
CL0712,4.2872,0.2441,29.9806,23.2201,1.3030,0.4334,Digital,1,Norte
CL0713,8.4541,1.4517,26.5870,16.8910,5.4217,0.0392,Mixto,1,Sur
CL0714,8.4209,1.1079,8.9684,25.6998,3.7338,0.5494,Ejecutivo,1,Sur
CL0715,19.3100,3.2607,10.4003,25.0214,7.3162,0.2206,Ejecutivo,1,Norte
CL0716,1.6977,0.2118,48.1308,20.2539,0.0000,0.3136,Ejecutivo,1,Centro
CL0717,22.1593,1.6714,1.4252,22.0979,3.7508,0.1642,Ejecutivo,1,Norte
CL0718,8.2097,0.1354,21.1278,14.8250,1.4407,0.1732,Digital,0,Sur
CL0719,7.6423,0.4776,15.3478,20.6294,3.6976,0.4669,Ejecutivo,0,Sur
CL0720,1.0017,0.0753,25.4946,12.2407,0.9325,0.1317,Digital,1,Norte
