ventana_id,terminal,camiones_cola,muelles_activos,peso_t,revision_documental,operarios,prioridad,cola_proxy,codigo_aleatorio,espera_min,costo_espera_real_clp
V0661,Centro,4,3,5.0772,1,5,0,3.6963,2037,16.0174,28937.9267
V0662,Centro,7,2,10.3627,0,14,0,7.2756,1132,24.9473,44840.7203
V0663,Norte,2,5,15.5471,0,4,1,1.9858,1892,6.9028,12414.5909
V0664,Norte,8,6,11.2438,0,9,0,8.1368,2068,12.3646,22326.8615
V0665,Sur,6,5,3.0065,0,13,0,6.1783,1979,5.0572,8947.8999
V0666,Norte,4,2,7.8268,0,9,0,4.0693,1270,9.0292,16125.0007
V0667,Centro,3,2,17.4523,0,10,1,3.0325,2010,7.1954,12918.2285
V0668,Centro,10,5,19.3777,0,5,0,9.6022,1048,24.7407,44481.4415
V0669,Norte,4,5,23.1025,0,14,0,4.2142,1732,7.4973,13402.8425
V0670,Sur,4,5,13.9663,0,4,0,4.2400,1014,8.2846,14680.6084
V0671,Centro,10,2,18.1918,1,12,0,9.5853,1425,37.7846,68015.0172
V0672,Norte,10,5,15.1081,1,10,0,9.9688,2163,31.3527,56493.0376
V0673,Sur,6,6,4.0367,1,13,0,5.6663,1665,8.5828,15549.7676
V0674,Centro,7,5,16.0691,0,12,0,6.6255,1279,17.5140,31593.6076
V0675,Norte,7,5,12.1480,0,13,0,7.5041,1477,14.6685,26555.9711
V0676,Sur,6,3,14.6853,0,9,0,5.9443,1266,12.5307,22521.7982
V0677,Sur,8,5,18.9614,0,9,0,7.7368,1729,13.3767,23953.6935
V0678,Centro,7,4,23.8787,0,4,0,6.8493,1117,19.1288,34445.2783
V0679,Centro,7,5,12.8427,0,5,1,7.1875,1319,12.7416,22902.0219
V0680,Norte,5,5,20.1775,1,7,0,4.8968,1846,13.6826,24583.4800
V0681,Norte,10,4,14.6542,0,10,0,9.9410,2136,20.4806,36813.7892
V0682,Sur,2,5,8.1525,0,8,0,1.9523,2115,3.8117,6791.1155
V0683,Norte,7,4,16.8968,0,6,1,7.0465,1374,13.4981,24385.7706
V0684,Sur,2,3,20.7199,0,4,0,1.9346,1046,10.7194,19135.7046
V0685,Centro,4,3,3.5056,0,4,0,3.7514,1299,7.5439,13500.0068
V0686,Centro,2,3,3.4050,1,4,0,1.9974,1963,10.6129,19107.1384
V0687,Centro,6,4,15.4759,1,9,1,6.0522,1031,18.7825,33698.4684
V0688,Sur,13,4,4.4011,0,13,0,13.3612,1817,28.7107,51619.6383
V0689,Centro,4,3,11.8030,1,12,0,3.7736,1269,14.7545,26284.8027
V0690,Norte,5,2,19.3857,1,7,0,4.4895,2125,16.7281,30119.0208
V0691,Centro,1,3,21.8833,0,7,0,0.6249,1807,6.2277,11366.1285
V0692,Sur,5,3,3.8396,1,6,1,4.9914,1560,14.0707,25424.9254
V0693,Sur,5,4,20.7659,0,9,0,4.4257,1129,9.5281,17111.1171
V0694,Sur,5,4,17.5527,0,8,0,4.9272,1073,9.9386,17915.8542
V0695,Sur,4,5,7.3284,1,10,0,4.1737,1616,9.0377,16343.8190
V0696,Norte,7,3,9.7155,0,11,0,6.9317,2183,13.9342,25109.7532
V0697,Sur,1,2,2.2122,0,11,0,0.8129,1109,4.6002,8326.0052
V0698,Sur,4,5,10.5400,0,9,0,4.0590,1838,1.7041,3147.4068
V0699,Centro,3,4,9.0299,0,11,0,3.1922,1774,3.7866,6967.5349
V0700,Centro,11,6,19.7439,0,10,0,10.7945,1498,21.2099,38229.8902
V0701,Centro,6,2,20.0750,1,7,0,6.0080,2181,23.0405,41698.6168
V0702,Sur,7,5,23.7431,1,12,0,7.2469,1514,18.9875,34331.7120
V0703,Centro,4,6,3.5155,0,6,0,4.4605,1558,3.7358,6878.5653
V0704,Norte,7,2,21.1168,0,14,0,7.0052,1628,29.0372,52212.6376
V0705,Norte,4,4,16.8397,0,4,1,3.8875,1821,8.0040,14264.4169
V0706,Centro,8,2,12.9263,1,13,0,8.0569,1944,32.7683,58943.0581
V0707,Centro,10,6,21.7863,0,10,0,10.1352,1879,19.1476,34438.0133
V0708,Centro,3,4,22.0580,0,8,0,3.3456,1415,9.2081,16486.7777
V0709,Norte,2,4,12.1751,0,14,1,2.1788,1054,6.8400,12458.6988
V0710,Centro,4,5,10.5475,0,6,0,4.0420,2154,9.4197,16910.9601
V0711,Sur,11,4,8.5506,0,14,0,11.1717,1047,24.7553,44418.8807
V0712,Sur,6,6,9.5966,0,13,0,5.9559,1697,4.6934,8437.8304
V0713,Norte,7,5,21.3383,0,13,0,7.4029,1112,15.6918,28145.4705
V0714,Sur,3,6,15.9828,1,6,0,3.3866,2178,12.2485,21934.5859
V0715,Norte,3,3,17.4240,0,7,0,2.4913,1815,7.1706,13084.1777
V0716,Centro,10,2,12.1880,0,6,0,9.7120,1969,31.8662,57191.5190
V0717,Sur,5,5,9.0191,0,14,1,4.8159,1358,4.3111,7693.0883
V0718,Sur,4,4,10.2279,0,11,0,4.2540,2024,2.3404,4060.7175
V0719,Sur,4,2,18.5909,0,8,0,4.1925,1293,11.9798,21611.6317
V0720,Norte,9,4,6.0600,0,11,0,8.8448,2012,20.5282,36904.8742
V0721,Centro,6,3,20.0615,0,9,0,6.3836,1356,14.3990,25784.4549
V0722,Centro,2,5,21.3410,0,6,0,1.7284,1194,8.4084,15039.8366
V0723,Norte,6,4,12.0734,0,9,0,5.9115,1633,8.0870,14642.4840
V0724,Centro,5,3,10.3910,0,14,0,5.0378,2051,12.0019,21602.8518
V0725,Sur,12,6,4.1043,0,11,0,11.8485,1261,20.2136,36572.7250
V0726,Centro,7,2,18.4372,0,11,0,7.3038,1492,27.0451,48669.0960
V0727,Sur,10,4,10.9088,0,14,0,9.9449,1002,22.0354,39577.3168
V0728,Centro,6,6,13.3174,0,11,0,5.8616,1156,5.9380,10691.7929
V0729,Centro,3,6,4.0335,1,9,1,2.7651,2150,9.3705,16739.4225
V0730,Norte,6,3,17.1024,0,9,0,6.3391,2067,12.3074,22250.2960
V0731,Centro,5,6,7.9931,0,4,1,4.5151,1126,7.1629,13158.3508
V0732,Norte,8,5,17.2052,0,8,0,8.0690,2004,12.1384,21928.2921
V0733,Sur,4,2,13.9728,1,6,0,3.8943,1916,16.6250,29923.1654
V0734,Centro,5,5,5.8538,1,10,0,5.3529,1568,6.7920,12215.9471
V0735,Sur,11,5,19.2958,0,12,0,10.9318,1502,21.5669,38909.9715
V0736,Centro,10,4,20.4007,0,9,0,9.6719,2074,24.7161,44308.0777
V0737,Norte,7,3,9.2767,0,14,0,7.4252,1248,14.6991,26374.4285
V0738,Norte,4,4,14.4270,0,8,0,4.2837,1770,5.4972,10028.4110
V0739,Sur,5,5,9.2026,0,12,0,5.2225,1635,3.9185,6930.8183
V0740,Centro,5,3,2.4627,1,13,1,5.1968,1680,16.6009,29808.5288
V0741,Norte,6,5,17.3427,0,8,0,6.1149,1291,9.0439,16232.1706
V0742,Norte,6,3,8.1900,0,12,0,6.3776,1038,12.2810,22025.4698
V0743,Sur,9,2,12.2399,0,9,0,8.3118,1428,32.9516,59292.0226
V0744,Norte,5,4,23.3050,0,6,1,5.5044,1898,9.5353,17137.0413
V0745,Norte,7,4,14.9013,0,12,0,7.4256,1853,13.7930,25078.9314
V0746,Sur,5,4,6.1309,1,12,0,5.1328,2106,12.8891,23266.9593
V0747,Norte,10,6,16.7049,1,13,0,10.1928,1588,21.2535,38319.9903
V0748,Centro,6,2,15.5176,0,4,0,6.1102,1658,19.8091,35546.6185
V0749,Centro,4,3,6.0363,0,10,0,3.5126,1301,9.4483,17029.3343
V0750,Centro,2,2,5.4196,0,13,0,2.3207,1891,5.8739,10416.7010
V0751,Sur,6,3,4.4969,0,12,0,5.9335,1841,14.9921,27015.9388
V0752,Norte,8,5,13.2556,0,7,0,7.7313,1674,12.3012,22182.6276
V0753,Centro,4,4,15.4665,0,10,0,4.5251,2187,7.8692,14304.8793
V0754,Norte,5,2,2.6798,1,14,0,4.9864,2090,17.6285,31636.9595
V0755,Centro,8,4,2.3393,1,13,0,8.0320,1091,19.1631,34446.7676
V0756,Centro,6,5,17.5262,0,12,0,5.6963,1523,9.6748,17484.2454
V0757,Centro,4,3,2.1452,1,13,0,3.9351,2080,14.6646,26390.9832
V0758,Sur,6,3,13.2286,0,10,0,6.1122,1930,14.5493,26110.8997
V0759,Norte,5,6,7.3822,0,8,0,5.0248,1954,5.7141,10315.9810
V0760,Sur,7,3,23.9299,0,8,0,6.4447,2179,19.8744,35862.2388
V0761,Norte,5,4,10.0865,0,9,0,4.5585,1700,7.2196,13024.9472
V0762,Centro,5,6,7.3220,1,12,1,5.3505,1570,12.4154,22408.3727
V0763,Centro,3,4,23.4960,0,7,0,2.9600,1064,6.3368,11344.6494
V0764,Centro,7,4,9.9823,1,9,0,6.6239,1188,20.7741,37506.3490
V0765,Centro,8,6,8.5594,0,11,0,7.7863,1006,5.9366,10652.2874
V0766,Norte,6,5,3.8831,0,5,0,6.0410,1789,8.5109,15215.4988
V0767,Sur,5,5,6.9200,1,11,0,5.4551,1409,8.3922,15094.5477
V0768,Sur,4,4,5.3080,0,7,0,4.3655,1630,4.4263,7888.4619
V0769,Norte,2,3,15.3530,0,7,1,2.0636,1215,9.6484,17246.8417
V0770,Centro,4,4,19.6492,0,13,0,4.5285,1759,10.4318,18690.8240
V0771,Centro,4,6,10.9903,1,13,0,4.3367,1643,10.0480,18243.3837
V0772,Norte,4,2,3.0971,0,10,0,4.0367,2002,10.7542,19582.7721
V0773,Sur,8,3,22.8271,1,7,0,7.8369,1548,21.2870,38278.2299
V0774,Sur,4,4,19.9912,1,8,0,3.3367,1240,11.8254,21387.0152
V0775,Sur,4,2,8.3009,0,4,0,4.3985,2046,12.5325,22642.9247
V0776,Centro,6,4,12.0376,0,8,1,6.3615,2082,13.2468,23743.3030
V0777,Centro,7,2,22.4826,0,14,0,6.9037,2131,25.7109,46506.6493
V0778,Centro,4,5,4.7156,0,7,0,4.1695,1209,2.7923,5071.1928
V0779,Sur,6,5,11.4803,0,5,0,6.3251,1440,10.4445,18739.3247
V0780,Norte,6,5,19.6268,0,9,0,5.7873,1249,12.5068,22476.9524
V0781,Norte,2,5,18.5071,0,11,0,2.2549,1453,5.9156,10547.8489
V0782,Centro,3,6,9.0885,0,9,0,2.8188,1016,3.3047,6055.7112
V0783,Sur,4,4,13.5909,1,13,0,4.0729,1527,12.1076,21817.6985
V0784,Centro,7,4,6.5621,0,14,0,6.9142,1302,13.8119,24695.6544
V0785,Sur,7,3,13.5927,0,14,0,6.9546,1554,24.2527,43689.9513
V0786,Sur,6,4,22.2735,1,4,0,5.7680,2006,17.3859,31285.6034
V0787,Centro,9,3,5.1245,1,7,0,8.6915,1782,28.8241,51889.4887
V0788,Sur,11,5,6.3149,1,6,0,11.7985,1147,25.3499,45530.2789
V0789,Norte,0,3,9.2637,0,4,0,0.5579,1827,4.4508,8050.2604
V0790,Norte,5,6,7.6654,0,4,0,5.1566,1460,6.7826,12285.2433
V0791,Norte,13,6,16.3187,0,10,0,12.9491,1057,25.4369,45998.0706
V0792,Norte,5,4,17.5640,0,9,1,5.0868,1997,7.7262,13894.4516
V0793,Sur,7,4,5.8241,0,10,0,6.8891,1607,10.2927,18351.5913
V0794,Centro,6,4,5.6861,0,13,0,5.9317,1068,10.8083,19294.6182
V0795,Centro,9,2,8.3148,0,6,1,8.9171,1913,27.6882,50009.4609
V0796,Norte,12,4,15.4511,0,10,0,12.0032,2045,24.1467,43516.9780
V0797,Centro,8,5,4.0032,0,9,0,7.7315,1017,9.0102,16258.6300
V0798,Centro,4,6,22.4050,0,10,0,3.8033,1822,7.0387,12702.7117
V0799,Norte,5,5,17.9672,0,12,0,4.5711,1553,8.2179,14778.6049
V0800,Centro,2,6,12.5943,0,7,1,2.0699,1151,5.5907,9927.5503
V0801,Sur,5,5,11.7076,0,9,1,4.7629,1793,5.8155,10542.7210
V0802,Centro,11,5,16.9301,0,14,0,10.7966,1148,24.7605,44432.5564
V0803,Centro,6,3,16.4714,1,13,0,6.0059,1634,20.9803,37481.0838
V0804,Centro,6,5,4.8010,0,6,0,6.2201,2176,11.7397,21168.2557
V0805,Sur,7,4,22.6253,0,13,0,6.7566,1469,18.7685,33835.4828
V0806,Norte,4,6,11.2684,0,5,0,3.7653,2093,6.9226,12597.5918
V0807,Norte,5,4,9.9852,0,7,0,4.7262,1902,4.1471,7522.7886
V0808,Centro,7,6,2.6053,0,12,0,6.9104,1097,8.5610,15418.1141
V0809,Norte,6,3,21.2992,1,6,0,6.7174,1750,19.4193,34949.8920
V0810,Centro,6,5,16.6109,1,4,0,6.0755,1149,18.6909,33489.7984
V0811,Sur,7,2,21.7760,0,14,0,7.2132,1000,27.9095,50223.1780
V0812,Sur,2,2,7.0018,0,14,0,1.7846,1079,7.5497,13635.1895
V0813,Norte,5,6,20.6831,0,9,1,5.0937,1932,4.6712,8451.3175
V0814,Sur,9,3,9.9750,0,11,0,8.4204,1421,21.2905,38478.9630
V0815,Sur,4,5,23.6520,0,10,0,3.7488,1934,7.6822,13773.4838
V0816,Norte,6,6,19.9991,0,11,1,6.0693,1446,2.7011,4754.8811
V0817,Centro,5,4,14.5045,0,14,0,5.2211,1337,11.0093,19748.6447
V0818,Centro,3,6,13.3021,0,12,0,3.2443,2019,7.1165,12869.9508
V0819,Norte,0,3,21.8293,0,8,1,0.7457,1300,6.0427,10822.0662
V0820,Norte,7,4,21.3442,0,12,1,6.5783,1999,15.3591,27628.3980
V0821,Norte,7,4,12.7084,0,14,1,7.4641,1236,16.4284,29590.5459
V0822,Sur,7,4,8.8350,0,14,0,7.4863,1211,13.5347,24488.4522
V0823,Centro,6,6,9.9189,0,4,0,6.0544,1436,9.1502,16453.9820
V0824,Sur,4,3,11.2937,1,8,0,4.3852,1524,10.3424,18752.2995
V0825,Centro,6,3,9.9156,1,14,0,5.8615,1648,24.4156,43976.0188
V0826,Centro,6,6,19.2749,0,6,0,6.4474,1540,10.6807,19180.5080
V0827,Norte,3,4,16.7908,1,9,0,3.1773,1679,9.1281,16506.7375
V0828,Norte,4,2,14.0891,0,14,1,3.8441,2011,12.1753,21911.5659
V0829,Centro,10,2,15.0417,0,7,0,9.9406,1214,32.2953,57948.8120
V0830,Centro,7,2,20.2858,0,14,0,6.9329,1090,27.9682,50339.1777
V0831,Sur,5,6,13.9637,0,8,0,4.9539,1308,0.7303,1225.8938
V0832,Centro,11,2,10.5292,1,6,0,10.7008,1036,46.8043,84263.5350
V0833,Sur,5,2,5.4114,0,12,0,5.2108,1049,13.0394,23432.3644
V0834,Norte,5,2,15.1592,0,9,0,4.7173,1256,11.2853,20272.8294
V0835,Centro,4,3,17.2864,0,11,0,3.8642,1797,6.5903,11873.7031
V0836,Centro,5,6,21.7591,0,4,1,4.8747,1919,10.1509,18106.2867
V0837,Centro,6,3,10.8308,0,11,0,6.1372,1462,14.8796,26747.3507
V0838,Centro,3,4,10.4250,0,9,0,2.8516,1760,5.4413,9602.1634
V0839,Centro,2,6,18.8879,1,5,0,1.7911,1435,13.3579,23858.8251
V0840,Sur,4,2,21.4512,0,14,0,4.0578,2158,14.4335,26079.6053
V0841,Sur,5,2,13.8662,0,6,0,4.9085,2169,15.1968,27470.1526
V0842,Norte,4,3,3.6188,0,7,0,4.1138,1003,6.8810,12394.8244
V0843,Norte,5,6,9.2774,0,9,1,5.2229,2153,3.8357,6923.9116
V0844,Sur,5,5,6.5195,0,8,0,5.3380,1238,4.5113,8039.5565
V0845,Centro,2,3,13.5184,0,13,0,1.6352,1371,3.8123,7023.4429
V0846,Sur,6,4,20.6067,0,6,1,6.1162,2021,13.0050,23510.3025
V0847,Centro,6,3,13.7587,1,6,0,5.9037,2171,18.8546,34047.2170
V0848,Centro,7,5,13.1148,1,4,0,7.2044,1781,18.4102,33163.8647
V0849,Norte,4,3,18.4318,0,6,0,4.0716,2062,10.6118,19059.9988
V0850,Centro,10,6,9.8685,0,9,0,10.0062,1836,17.0200,30472.7771
V0851,Centro,6,5,21.1594,0,8,0,6.2836,1286,10.5937,19127.9798
V0852,Norte,9,6,15.0527,1,14,0,9.0148,1594,19.4684,35156.4533
V0853,Norte,6,2,8.1522,1,4,0,5.8114,1788,24.5120,44077.2490
V0854,Norte,7,5,8.1016,0,14,1,7.0422,1179,10.7811,19416.9691
V0855,Norte,5,5,9.1938,0,5,1,5.4037,1866,3.0747,5471.8415
V0856,Norte,7,2,6.9313,0,9,0,7.6233,1070,26.2277,47122.1440
V0857,Norte,11,6,23.2600,0,13,0,10.9207,1388,24.1344,43419.8729
V0858,Sur,10,6,21.4090,0,5,0,9.7284,1657,18.4134,33142.2740
V0859,Sur,6,4,4.1518,0,5,0,6.1105,1385,9.8913,17820.8469
V0860,Norte,9,3,9.2470,0,12,0,9.6784,2097,23.8311,42860.8214
V0861,Norte,6,2,14.6602,0,11,0,5.8132,1197,16.8345,30195.2496
V0862,Sur,5,5,13.2345,0,12,0,4.9784,1576,8.4868,15416.0936
V0863,Sur,2,3,21.8027,0,12,0,1.8648,1651,7.8169,13936.5723
V0864,Sur,4,6,18.1697,1,13,0,3.5377,1329,16.0827,28998.9487
V0865,Norte,8,2,5.4082,0,4,0,8.8206,1262,26.7340,48019.7089
V0866,Norte,5,6,4.5698,0,12,0,4.9547,1217,5.1706,9087.9237
V0867,Centro,7,6,7.7340,0,7,0,6.9520,2098,5.1923,9370.3102
V0868,Sur,8,4,9.5660,0,10,0,8.1149,1210,18.5557,33162.9748
V0869,Norte,8,3,17.0537,0,8,0,8.4529,1110,19.2833,34704.7301
V0870,Norte,7,3,5.3580,0,6,0,6.9202,2026,13.9262,24923.8370
V0871,Sur,8,6,22.8270,1,10,0,8.5818,2190,17.7405,32043.7490
V0872,Sur,7,6,21.9167,0,13,0,6.6815,1539,9.6140,17394.8907
V0873,Norte,7,6,4.9746,1,8,0,7.1162,1803,10.0163,17947.5363
V0874,Norte,6,6,22.4867,1,14,0,5.8997,1408,15.3620,27679.3664
V0875,Centro,9,4,17.6937,0,12,1,9.1396,1926,16.6927,30060.8954
V0876,Centro,6,5,3.1526,1,9,0,6.0858,1037,13.9297,24955.6517
V0877,Norte,1,3,21.3199,0,12,0,1.2075,1924,10.0911,18147.4231
V0878,Norte,4,4,15.6158,0,4,0,3.9747,2091,11.5394,20886.7179
V0879,Sur,5,5,3.4276,0,10,0,5.0172,1699,6.4241,11606.5134
V0880,Centro,10,4,20.3170,0,4,0,10.0553,1921,26.1545,47127.6422
V0881,Sur,4,3,14.7633,0,10,1,4.6370,1834,9.4242,16886.6703
V0882,Centro,6,6,6.0677,0,4,0,6.3217,1984,9.7517,17706.1431
V0883,Norte,6,3,22.5829,0,8,1,5.8845,1322,18.1254,32537.5827
V0884,Centro,8,4,3.5453,0,4,0,8.0720,1366,16.7475,30049.9635
V0885,Sur,4,4,18.8254,1,5,0,4.2909,1235,13.5565,24356.9882
V0886,Norte,6,5,6.4550,0,9,1,6.3780,1232,8.6920,15920.1435
V0887,Sur,6,6,12.4661,1,14,0,5.7664,1454,7.3482,13503.2683
V0888,Centro,8,2,22.2140,0,12,0,8.0611,1035,32.5587,58568.9417
V0889,Norte,6,2,14.9956,0,5,0,6.0927,1693,15.8983,28702.5250
V0890,Norte,10,4,16.3938,0,14,1,10.1350,1761,28.8334,52021.2429
V0891,Centro,6,3,11.2707,0,8,0,5.5780,1497,18.1360,32459.4433
V0892,Centro,8,3,12.4691,1,13,0,7.7329,1949,25.8785,46711.6251
V0893,Centro,5,4,14.7832,0,7,0,5.0453,1058,8.4920,15393.2684
V0894,Centro,5,5,7.2099,0,10,0,4.6759,1041,4.5566,8235.3291
V0895,Sur,5,2,23.7135,0,6,0,5.4026,1331,15.7206,28218.2161
V0896,Centro,5,3,17.4536,0,7,0,5.0283,1255,9.0532,16464.1544
V0897,Centro,6,2,10.7009,0,6,0,5.7978,1544,14.2507,25789.4992
V0898,Sur,0,6,3.4815,1,14,0,-0.2425,2005,10.7850,19399.9299
V0899,Norte,3,5,19.4454,1,13,0,2.6302,1355,13.8969,24962.6184
V0900,Sur,9,6,3.4286,0,13,0,8.5786,1850,9.3260,16645.9825
