pedido_id,semana,centro,canal,camiones_cola,distancia_km,holgura_min,revision_documental,urgente,incidencias_previas,carga_proxy,atraso,compensacion_real_clp
P0621,7,Norte,Web,3,135.9367,23.6361,0,1,0,3.0269,0,0.0000
P0622,7,Centro,Empresa,5,125.1976,35.6116,1,0,1,4.8515,0,0.0000
P0623,7,Norte,Sucursal,11,9.1741,38.6100,0,0,1,10.6999,0,0.0000
P0624,7,Centro,Empresa,7,NA,14.7322,1,0,0,7.7836,1,105053.5819
P0625,7,Centro,Empresa,6,173.5454,36.4257,0,0,2,6.0613,0,0.0000
P0626,7,Sur,Web,5,104.8242,30.3917,0,0,0,5.0357,0,0.0000
P0627,7,Norte,Empresa,9,62.6350,21.9733,0,0,0,8.8054,0,0.0000
P0628,7,Sur,Web,4,50.8767,6.3108,0,0,2,4.4424,0,0.0000
P0629,7,Centro,Sucursal,8,179.9238,27.0355,0,0,0,7.9063,0,0.0000
P0630,7,Norte,Web,2,122.7926,22.2104,0,0,2,2.5247,0,0.0000
P0631,7,Centro,Web,14,85.5622,28.1804,0,0,0,14.0921,0,0.0000
P0632,7,Sur,Empresa,4,15.5201,23.2468,0,0,2,3.8248,0,0.0000
P0633,7,Centro,Empresa,5,24.6276,11.9401,0,0,1,6.0545,0,0.0000
P0634,7,Sur,Empresa,5,122.0273,20.7883,0,0,1,4.5653,0,0.0000
P0635,7,Norte,Web,7,176.6860,22.1046,0,0,0,7.5454,0,0.0000
P0636,7,Norte,Empresa,5,148.4781,24.7950,0,1,2,5.0065,1,118808.6500
P0637,7,Centro,Empresa,3,153.5161,35.9402,0,0,1,3.1220,0,0.0000
P0638,7,Centro,Empresa,3,147.0464,33.7435,0,0,0,3.0708,0,0.0000
P0639,7,Norte,Sucursal,5,93.5937,9.1854,0,0,0,5.2402,0,0.0000
P0640,7,Centro,Web,5,59.3863,6.7638,0,0,3,4.6377,0,0.0000
P0641,7,Centro,Sucursal,4,131.0649,28.3070,0,0,1,3.5690,0,0.0000
P0642,7,Norte,Sucursal,5,109.3525,8.5970,0,0,1,4.7960,0,0.0000
P0643,7,Sur,Empresa,5,15.1011,29.3917,1,1,2,5.1660,0,0.0000
P0644,7,Norte,Web,6,33.8808,11.3279,0,0,0,6.2660,0,0.0000
P0645,7,Centro,Web,7,15.6131,35.6980,1,0,2,6.9302,0,0.0000
P0646,7,Sur,Sucursal,0,76.0096,11.3921,0,0,0,0.3409,0,0.0000
P0647,7,Centro,Web,4,11.9668,30.2594,0,0,1,4.2623,0,0.0000
P0648,7,Centro,Sucursal,6,77.9770,35.1842,0,0,0,6.1386,0,0.0000
P0649,7,Sur,Empresa,4,63.1105,21.3902,1,1,0,3.8721,1,117978.6748
P0650,7,Sur,Sucursal,7,136.8098,14.1696,0,0,1,6.6752,0,0.0000
P0651,7,Centro,Web,3,53.7951,9.9142,0,0,0,2.6343,0,0.0000
P0652,7,Norte,Web,5,176.4023,38.1359,1,0,1,4.4317,0,0.0000
P0653,7,Norte,Sucursal,4,132.6521,37.1282,0,0,2,4.4169,0,0.0000
P0654,7,Sur,Empresa,5,144.0142,20.8746,0,0,2,4.9913,0,0.0000
P0655,7,Sur,Sucursal,6,132.1622,17.0921,0,0,2,6.0958,0,0.0000
P0656,7,Sur,Empresa,4,8.5842,6.9399,0,0,1,4.0183,0,0.0000
P0657,7,Norte,Empresa,6,49.5279,12.4091,0,1,0,5.7796,0,0.0000
P0658,7,Centro,Web,2,26.5178,25.3846,0,0,1,2.4066,0,0.0000
P0659,7,Norte,Sucursal,6,167.7025,21.6128,0,0,0,5.3894,1,114253.9538
P0660,7,Norte,Web,5,71.5077,17.1553,1,0,1,5.0963,0,0.0000
P0661,7,Sur,Web,0,147.9917,37.9747,0,0,1,-0.5199,0,0.0000
P0662,7,Norte,Empresa,7,61.4054,26.2190,0,0,1,7.9366,0,0.0000
P0663,7,Centro,Empresa,11,175.4149,18.6713,0,0,3,10.6094,0,0.0000
P0664,7,Norte,Empresa,7,87.9267,26.6983,0,0,1,7.2356,0,0.0000
P0665,7,Sur,Web,8,72.7776,18.0712,0,0,2,7.7542,1,123793.2536
P0666,7,Norte,Web,3,46.3326,29.8816,0,0,2,3.6889,0,0.0000
P0667,7,Sur,Sucursal,3,32.3723,5.9788,0,0,0,3.7133,0,0.0000
P0668,7,Sur,Sucursal,4,123.3290,12.5258,0,0,0,3.6730,0,0.0000
P0669,7,Sur,Web,1,19.7866,37.8022,0,0,1,1.1885,0,0.0000
P0670,7,Sur,Sucursal,1,126.0313,20.6779,0,0,1,0.3703,0,0.0000
P0671,7,Norte,Web,4,37.9517,18.0567,0,0,0,4.2731,0,0.0000
P0672,7,Sur,Empresa,4,11.5338,37.5836,1,0,0,4.1141,0,0.0000
P0673,7,Centro,Empresa,9,176.3696,10.7625,0,0,0,9.3151,1,132056.5835
P0674,7,Norte,Empresa,8,46.2772,33.4593,0,1,2,7.7777,0,0.0000
P0675,7,Norte,Web,7,20.3167,25.2241,0,1,2,6.4857,0,0.0000
P0676,7,Norte,Web,2,49.6257,10.3936,0,0,1,1.7086,0,0.0000
P0677,7,Norte,Sucursal,11,72.7890,9.3421,0,0,0,10.7472,0,0.0000
P0678,7,Sur,Empresa,10,97.9233,18.1420,0,0,1,10.1595,0,0.0000
P0679,7,Norte,Web,10,135.2110,28.3442,0,0,3,9.6819,0,0.0000
P0680,7,Centro,Web,7,95.9033,36.6963,0,0,3,7.4124,0,0.0000
P0681,7,Sur,Web,7,105.4551,5.4544,0,0,0,6.5979,0,0.0000
P0682,7,Sur,Empresa,5,NA,5.8504,0,0,3,4.4231,0,0.0000
P0683,7,Centro,Web,2,17.7413,27.1869,0,1,1,2.0530,0,0.0000
P0684,7,Norte,Empresa,9,110.0578,9.8616,0,0,0,9.7620,1,116330.8697
P0685,7,Sur,Empresa,8,11.1642,36.1253,1,0,0,7.7810,0,0.0000
P0686,7,Centro,Empresa,6,57.9537,33.0105,0,1,1,5.9509,0,0.0000
P0687,7,Centro,Empresa,8,120.2806,12.7640,0,1,1,8.0095,0,0.0000
P0688,7,Centro,Sucursal,3,123.4894,34.9030,0,0,0,2.2264,0,0.0000
P0689,7,Sur,Web,7,162.3470,24.2715,1,0,0,7.2022,0,0.0000
P0690,7,Norte,Web,3,24.2757,17.6482,1,0,1,2.7359,0,0.0000
P0691,7,Norte,Empresa,5,55.2469,33.0964,0,0,0,4.7104,0,0.0000
P0692,7,Norte,Web,8,83.4828,7.6906,0,1,0,8.2765,0,0.0000
P0693,7,Centro,Web,5,106.1932,24.3596,0,0,0,5.9415,0,0.0000
P0694,7,Centro,Web,5,NA,11.5149,0,0,0,5.2100,1,114945.5686
P0695,7,Norte,Web,14,93.5915,6.7008,1,0,2,14.0947,1,121600.2203
P0696,7,Norte,Empresa,4,5.2800,11.5380,0,1,4,3.6470,0,0.0000
P0697,7,Centro,Empresa,3,18.4792,19.1583,0,0,2,3.1230,0,0.0000
P0698,7,Norte,Empresa,8,45.4677,5.5795,1,0,0,8.0565,0,0.0000
P0699,7,Sur,Empresa,11,15.7885,35.1120,0,0,1,11.3684,0,0.0000
P0700,7,Norte,Sucursal,9,69.6864,19.0141,0,1,3,9.0619,0,0.0000
P0701,8,Centro,Sucursal,7,129.6148,5.9927,0,1,3,7.9185,0,0.0000
P0702,8,Norte,Sucursal,8,69.4713,14.3845,0,1,0,8.0219,0,0.0000
P0703,8,Norte,Sucursal,4,25.7069,37.9314,0,1,0,3.8631,0,0.0000
P0704,8,Norte,Sucursal,5,117.6628,21.8528,0,0,0,5.4509,1,134290.7886
P0705,8,Norte,Web,3,27.5923,34.4103,1,1,2,2.6369,0,0.0000
P0706,8,Sur,Sucursal,5,90.3339,16.4087,0,0,1,4.8746,0,0.0000
P0707,8,Sur,Web,7,171.7522,37.5254,1,0,1,6.6741,0,0.0000
P0708,8,Centro,Web,5,75.4506,38.9284,0,1,1,5.1105,0,0.0000
P0709,8,Centro,Sucursal,7,132.8749,15.2510,1,1,0,7.0430,0,0.0000
P0710,8,Centro,Sucursal,5,61.7528,22.2625,0,0,3,4.6998,0,0.0000
P0711,8,Sur,Sucursal,9,79.2171,11.9284,0,0,2,9.9258,0,0.0000
P0712,8,Sur,Empresa,6,48.8907,37.6270,0,0,0,5.6124,0,0.0000
P0713,8,Centro,Empresa,3,144.0466,37.1412,0,1,3,3.0934,0,0.0000
P0714,8,Centro,Empresa,4,120.5041,11.1044,0,1,2,4.0286,0,0.0000
P0715,8,Norte,Web,6,151.1550,23.6801,0,0,0,5.6524,0,0.0000
P0716,8,Norte,Web,6,66.6900,9.5076,0,0,1,5.4211,0,0.0000
P0717,8,Centro,Empresa,11,10.0109,29.2408,0,0,1,11.7148,0,0.0000
P0718,8,Norte,Sucursal,8,7.2405,22.3663,0,0,2,7.7831,0,0.0000
P0719,8,Norte,Empresa,3,35.2747,13.2126,1,0,1,3.4381,0,0.0000
P0720,8,Centro,Web,4,91.8551,21.0049,1,0,3,3.7386,0,0.0000
P0721,8,Sur,Empresa,6,38.5697,29.1715,0,0,1,6.2983,0,0.0000
P0722,8,Sur,Empresa,8,99.4071,30.7402,0,0,2,8.1259,0,0.0000
P0723,8,Centro,Sucursal,4,25.5604,10.6270,0,1,0,3.3888,0,0.0000
P0724,8,Norte,Sucursal,5,16.5363,5.3190,0,0,2,5.5850,0,0.0000
P0725,8,Sur,Sucursal,5,105.2842,16.1118,1,0,1,5.2329,0,0.0000
P0726,8,Sur,Sucursal,4,79.3194,34.8765,1,1,3,3.5243,0,0.0000
P0727,8,Centro,Web,11,132.5161,9.5742,1,0,1,12.0768,1,127014.0418
P0728,8,Centro,Sucursal,3,134.1463,26.3606,0,0,1,2.6629,0,0.0000
P0729,8,Sur,Empresa,7,85.0980,32.9065,0,1,3,7.2808,0,0.0000
P0730,8,Norte,Sucursal,2,35.4470,17.7042,1,0,2,2.3742,0,0.0000
P0731,8,Centro,Sucursal,5,114.9021,30.3398,0,0,0,5.4184,0,0.0000
P0732,8,Centro,Web,6,135.8066,34.7141,1,0,1,6.2222,0,0.0000
P0733,8,Norte,Web,5,55.0409,12.2036,0,0,3,5.2342,0,0.0000
P0734,8,Centro,Web,7,161.1905,33.3878,1,0,4,7.3971,0,0.0000
P0735,8,Centro,Web,7,124.7892,21.8608,0,1,2,7.5400,1,106971.3495
P0736,8,Sur,Web,4,144.9445,21.0008,0,1,0,3.7628,1,118340.2975
P0737,8,Norte,Sucursal,4,139.0450,11.8801,0,0,1,3.3944,0,0.0000
P0738,8,Centro,Sucursal,7,122.6370,19.5925,0,0,0,7.0291,0,0.0000
P0739,8,Norte,Sucursal,8,27.9174,7.4561,0,0,2,7.7646,0,0.0000
P0740,8,Norte,Sucursal,3,133.9041,10.8165,0,1,0,3.4622,0,0.0000
P0741,8,Sur,Empresa,5,22.5724,37.5866,0,0,3,5.4129,0,0.0000
P0742,8,Centro,Empresa,5,69.1207,31.9073,0,1,0,4.7714,0,0.0000
P0743,8,Norte,Sucursal,4,125.8708,36.0520,0,0,3,4.4307,0,0.0000
P0744,8,Sur,Sucursal,8,95.5581,36.7804,1,0,0,7.6617,0,0.0000
P0745,8,Sur,Sucursal,2,9.5773,29.0639,0,0,1,1.8895,0,0.0000
P0746,8,Sur,Web,5,6.0004,12.5122,0,1,1,5.6828,0,0.0000
P0747,8,Centro,Empresa,5,163.0942,36.0719,0,1,1,5.4398,0,0.0000
P0748,8,Centro,Web,4,15.9853,13.0688,0,0,0,3.4657,0,0.0000
P0749,8,Sur,Sucursal,8,165.3355,31.6892,0,0,3,8.1566,0,0.0000
P0750,8,Centro,Sucursal,7,124.3262,28.2867,0,0,1,6.0407,1,119993.9007
P0751,8,Norte,Empresa,4,157.5398,8.7511,1,1,0,3.4680,0,0.0000
P0752,8,Norte,Empresa,9,125.6737,36.5027,1,0,2,9.4943,0,0.0000
P0753,8,Centro,Empresa,8,49.3772,13.4055,0,0,1,8.2139,0,0.0000
P0754,8,Sur,Empresa,10,42.8901,21.3644,0,0,3,10.6335,0,0.0000
P0755,8,Norte,Empresa,6,117.8778,33.8503,0,0,0,5.2695,0,0.0000
P0756,8,Norte,Empresa,7,173.9927,35.8210,0,0,1,8.0958,0,0.0000
P0757,8,Norte,Sucursal,12,123.2623,29.3536,0,0,0,11.7918,0,0.0000
P0758,8,Sur,Sucursal,2,100.0636,21.0008,0,0,2,1.9788,0,0.0000
P0759,8,Centro,Web,2,6.0047,24.1545,0,0,0,2.1607,0,0.0000
P0760,8,Sur,Web,11,81.4719,29.5263,0,0,2,11.1029,0,0.0000
P0761,8,Norte,Empresa,8,44.8244,10.5446,0,0,1,7.9221,0,0.0000
P0762,8,Norte,Sucursal,4,81.4433,15.3832,0,1,2,3.9425,0,0.0000
P0763,8,Centro,Web,3,160.6846,36.3608,1,0,1,3.1040,1,135347.4551
P0764,8,Sur,Sucursal,8,85.3912,36.4684,0,0,1,8.2971,0,0.0000
P0765,8,Centro,Empresa,7,27.1476,32.2059,0,0,0,6.6718,0,0.0000
P0766,8,Sur,Web,2,168.6152,5.4807,0,0,0,1.7244,0,0.0000
P0767,8,Sur,Web,5,126.2669,36.1262,0,0,1,5.0479,0,0.0000
P0768,8,Sur,Empresa,6,128.5918,7.3041,1,0,0,6.8849,0,0.0000
P0769,8,Centro,Sucursal,5,102.4378,27.5567,0,0,1,5.3796,0,0.0000
P0770,8,Centro,Sucursal,7,109.7605,27.1312,1,0,1,6.7592,0,0.0000
P0771,8,Centro,Web,8,42.5777,28.2281,1,0,0,8.0185,1,119931.2612
P0772,8,Norte,Web,9,6.3786,18.4700,0,0,1,9.3325,0,0.0000
P0773,8,Sur,Sucursal,6,101.1460,21.1444,1,0,3,6.4478,0,0.0000
P0774,8,Centro,Sucursal,6,43.4732,23.7226,0,1,3,5.7358,0,0.0000
P0775,8,Norte,Sucursal,4,121.3861,18.3673,0,1,1,3.7793,0,0.0000
P0776,8,Centro,Web,11,138.0517,29.5428,0,0,1,10.6703,0,0.0000
P0777,8,Norte,Sucursal,15,46.7194,13.0094,0,1,2,14.2555,1,127783.5117
P0778,8,Sur,Web,7,164.7533,38.7355,0,0,3,7.2590,0,0.0000
P0779,8,Norte,Empresa,3,44.1064,25.2156,0,0,1,3.0340,0,0.0000
P0780,8,Sur,Sucursal,5,43.8440,13.3633,0,0,0,4.8541,0,0.0000
P0781,8,Norte,Empresa,8,179.7097,9.7056,0,0,2,8.8835,0,0.0000
P0782,8,Norte,Empresa,3,29.3862,22.7445,1,1,1,3.2019,0,0.0000
P0783,8,Norte,Web,4,140.6577,22.3508,0,0,2,3.6000,0,0.0000
P0784,8,Norte,Empresa,8,68.5055,25.7686,0,0,2,8.1227,1,116713.8258
P0785,8,Centro,Empresa,4,95.3200,14.3813,0,0,0,3.9561,0,0.0000
P0786,8,Sur,Web,6,154.5511,32.6232,0,0,3,6.5652,0,0.0000
P0787,8,Centro,Web,6,161.0723,34.7566,0,0,2,5.9576,0,0.0000
P0788,8,Centro,Web,7,72.0423,18.5252,1,0,1,6.5213,0,0.0000
P0789,8,Sur,Empresa,9,42.2165,25.8007,1,0,1,8.7897,0,0.0000
P0790,8,Centro,Empresa,7,120.2029,12.6785,0,0,2,6.8279,0,0.0000
P0791,8,Centro,Empresa,8,16.0925,9.5201,0,0,1,7.4301,0,0.0000
P0792,8,Sur,Sucursal,4,NA,36.0790,0,0,0,3.9670,0,0.0000
P0793,8,Norte,Sucursal,4,165.1765,13.9870,0,0,1,4.2261,0,0.0000
P0794,8,Sur,Sucursal,5,134.9438,34.6965,1,1,4,4.8528,0,0.0000
P0795,8,Centro,Sucursal,3,91.8545,30.3493,1,1,2,3.1079,0,0.0000
P0796,8,Norte,Sucursal,5,101.6311,33.6584,0,0,1,4.9284,0,0.0000
P0797,8,Centro,Sucursal,6,138.5804,23.1076,0,0,2,5.5646,0,0.0000
P0798,8,Centro,Sucursal,9,154.9021,39.1525,0,0,2,9.7095,0,0.0000
P0799,8,Centro,Sucursal,4,25.5571,8.5977,0,0,4,3.7591,1,114586.9128
P0800,8,Centro,Empresa,5,117.8910,29.7990,0,1,2,4.4714,0,0.0000
P0801,9,Centro,Web,2,161.8541,10.3739,0,0,0,1.3641,0,0.0000
P0802,9,Centro,Web,7,136.6518,6.3361,0,1,1,6.9945,1,121250.3101
P0803,9,Norte,Web,4,64.6778,5.1172,0,1,2,4.2143,1,119999.4163
P0804,9,Centro,Sucursal,3,9.9002,32.2403,0,1,0,2.9611,0,0.0000
P0805,9,Centro,Web,6,19.2649,14.5512,0,1,1,6.4621,1,120180.2348
P0806,9,Sur,Web,8,55.2880,22.9897,0,0,0,8.0960,0,0.0000
P0807,9,Norte,Empresa,6,114.1629,31.9732,0,1,0,4.8983,0,0.0000
P0808,9,Sur,Empresa,6,93.3482,10.5694,0,0,0,6.1898,0,0.0000
P0809,9,Norte,Web,8,79.9663,7.2319,1,0,2,7.5784,1,115479.0427
P0810,9,Centro,Sucursal,4,52.1000,5.1868,0,0,1,4.5025,0,0.0000
P0811,9,Centro,Sucursal,11,108.8544,36.5512,0,0,2,10.9925,1,117464.7588
P0812,9,Norte,Sucursal,3,143.1311,38.2776,0,0,1,2.6042,0,0.0000
P0813,9,Norte,Sucursal,10,93.4871,22.5684,1,0,1,9.4929,0,0.0000
P0814,9,Sur,Sucursal,7,27.6433,19.5056,0,0,2,6.5740,0,0.0000
P0815,9,Centro,Empresa,7,73.7439,27.6284,0,1,2,6.4877,0,0.0000
P0816,9,Centro,Empresa,3,21.4168,37.2540,0,0,2,2.9486,0,0.0000
P0817,9,Sur,Empresa,13,43.5545,12.9945,1,0,1,13.0012,0,0.0000
P0818,9,Sur,Sucursal,3,171.2876,6.7314,0,1,0,2.8565,0,0.0000
P0819,9,Norte,Sucursal,6,72.3488,39.8571,0,0,4,6.3302,0,0.0000
P0820,9,Norte,Empresa,7,66.2006,30.8792,1,1,3,6.8042,1,128231.6655
P0821,9,Sur,Web,10,166.3694,13.1923,0,0,3,10.2709,0,0.0000
P0822,9,Centro,Sucursal,10,173.1325,18.2771,1,0,0,9.9047,0,0.0000
P0823,9,Norte,Sucursal,2,44.5489,6.6576,0,0,0,2.5778,0,0.0000
P0824,9,Norte,Empresa,4,170.1088,8.7581,0,0,0,3.9642,1,123609.0608
P0825,9,Norte,Web,11,141.1299,17.4598,0,0,0,10.3829,1,126297.1779
P0826,9,Sur,Sucursal,4,105.1945,19.5709,0,0,2,3.7291,0,0.0000
P0827,9,Norte,Web,6,136.3131,17.9035,0,0,2,6.5846,0,0.0000
P0828,9,Centro,Empresa,5,127.8500,30.9474,0,0,2,4.5762,0,0.0000
P0829,9,Centro,Web,2,28.1725,8.7854,0,0,3,1.9457,0,0.0000
P0830,9,Sur,Empresa,6,26.5705,25.8205,0,0,1,6.5693,0,0.0000
P0831,9,Centro,Web,8,82.3215,5.9575,0,0,0,7.9575,0,0.0000
P0832,9,Sur,Sucursal,3,157.5883,16.3955,0,0,0,3.3144,0,0.0000
P0833,9,Norte,Empresa,4,55.3918,30.9528,0,0,0,4.6886,0,0.0000
P0834,9,Centro,Empresa,6,109.9766,28.7318,0,0,1,6.0748,0,0.0000
P0835,9,Norte,Empresa,4,140.1008,15.1558,0,0,1,3.7745,0,0.0000
P0836,9,Centro,Empresa,6,113.2275,30.8334,0,1,0,6.0231,0,0.0000
P0837,9,Sur,Web,3,102.6783,9.7901,0,0,0,2.6166,0,0.0000
P0838,9,Centro,Sucursal,6,5.8846,21.7724,0,0,2,5.6860,0,0.0000
P0839,9,Sur,Sucursal,2,132.0981,23.9326,0,0,2,1.7831,1,123839.4134
P0840,9,Centro,Sucursal,5,80.2547,22.3633,0,1,3,4.4655,0,0.0000
P0841,9,Sur,Sucursal,10,71.3974,14.4030,1,1,1,9.8492,1,139770.4208
P0842,9,Centro,Empresa,8,127.8851,12.2032,0,0,3,7.9664,0,0.0000
P0843,9,Centro,Sucursal,8,50.3139,39.8131,1,0,0,7.4964,0,0.0000
P0844,9,Sur,Web,8,119.0356,36.7234,1,0,0,7.9339,0,0.0000
P0845,9,Sur,Empresa,4,157.9986,9.0257,0,0,2,3.2332,1,114389.5916
P0846,9,Centro,Web,8,16.5013,30.7817,1,0,0,7.6461,1,135957.3583
P0847,9,Sur,Empresa,8,116.5635,6.8147,0,0,1,7.3967,1,123184.0261
P0848,9,Norte,Sucursal,5,128.8556,13.5867,0,0,0,5.0645,0,0.0000
P0849,9,Norte,Web,7,120.1583,35.6815,0,0,1,7.0826,0,0.0000
P0850,9,Sur,Web,6,157.2841,7.8975,0,0,1,5.3236,0,0.0000
P0851,9,Sur,Sucursal,9,92.4257,25.7722,1,0,0,8.7050,0,0.0000
P0852,9,Norte,Sucursal,3,52.6544,12.5507,0,0,0,3.2042,0,0.0000
P0853,9,Sur,Web,6,15.6937,31.7183,0,0,0,5.9188,0,0.0000
P0854,9,Norte,Sucursal,5,118.7141,18.5845,1,0,0,4.8947,1,110089.2034
P0855,9,Sur,Sucursal,9,26.2881,7.5757,0,1,0,9.1441,0,0.0000
P0856,9,Norte,Web,5,158.4347,9.9714,0,0,0,5.1334,0,0.0000
P0857,9,Norte,Empresa,6,97.2284,9.4897,0,0,2,6.2882,0,0.0000
P0858,9,Norte,Web,8,85.9542,5.1630,0,0,1,8.1345,0,0.0000
P0859,9,Centro,Sucursal,7,129.9891,14.9132,0,1,1,7.6766,0,0.0000
P0860,9,Sur,Sucursal,5,143.8355,25.7557,0,0,2,5.2767,1,124396.7630
P0861,9,Norte,Empresa,5,44.8765,26.4625,0,1,1,5.0813,0,0.0000
P0862,9,Centro,Sucursal,9,91.3419,7.9703,0,1,1,9.0677,0,0.0000
P0863,9,Centro,Sucursal,2,29.3983,10.2950,1,0,4,2.5988,0,0.0000
P0864,9,Norte,Sucursal,6,46.6951,20.0985,1,0,1,5.4849,0,0.0000
P0865,9,Centro,Web,4,99.3676,29.5405,0,0,1,4.1058,0,0.0000
P0866,9,Norte,Empresa,5,48.0425,30.9600,0,0,2,5.3346,0,0.0000
P0867,9,Centro,Sucursal,9,75.2070,37.7165,0,0,1,9.6165,0,0.0000
P0868,9,Sur,Sucursal,4,49.5203,6.1825,1,0,0,4.6195,1,117816.5921
P0869,9,Norte,Sucursal,6,38.6485,27.1188,0,1,2,6.2527,0,0.0000
P0870,9,Centro,Web,6,75.9038,6.4981,0,0,1,6.3078,0,0.0000
P0871,9,Norte,Empresa,6,49.1320,5.0942,0,0,1,6.0819,0,0.0000
P0872,9,Centro,Sucursal,11,75.8265,28.5150,0,0,1,11.3840,0,0.0000
P0873,9,Norte,Web,6,122.6181,11.1484,0,0,0,5.5283,0,0.0000
P0874,9,Centro,Sucursal,0,162.6022,15.8377,0,0,0,0.5906,0,0.0000
P0875,9,Centro,Empresa,3,46.5005,30.9209,0,0,1,3.4791,0,0.0000
P0876,9,Sur,Empresa,9,23.9361,29.8297,1,0,1,9.2659,0,0.0000
P0877,9,Norte,Web,8,116.3491,12.5215,0,1,1,8.1411,1,119740.5955
P0878,9,Norte,Sucursal,4,126.4643,15.8544,1,1,0,4.1046,1,118782.7973
P0879,9,Centro,Empresa,12,91.8867,31.3241,0,1,2,12.1421,0,0.0000
P0880,9,Norte,Web,7,57.1107,36.4581,0,0,1,6.9366,0,0.0000
P0881,9,Centro,Sucursal,6,138.5667,38.1430,0,0,0,5.2834,0,0.0000
P0882,9,Centro,Web,9,126.3328,14.0034,0,0,0,8.7155,1,116461.9988
P0883,9,Norte,Sucursal,5,74.4936,36.3938,0,0,2,5.2242,0,0.0000
P0884,9,Sur,Web,5,21.7872,22.3812,0,0,0,4.5036,1,125853.6459
P0885,9,Norte,Sucursal,5,163.0860,22.5869,1,1,2,5.5318,0,0.0000
P0886,9,Sur,Sucursal,7,44.6845,16.3510,1,0,2,7.0407,0,0.0000
P0887,9,Norte,Web,6,86.3598,34.8992,1,0,0,6.3541,0,0.0000
P0888,9,Sur,Empresa,3,176.4885,9.2066,0,0,0,3.2227,0,0.0000
P0889,9,Centro,Web,10,66.6549,33.8150,1,1,0,9.5928,0,0.0000
P0890,9,Centro,Web,7,29.8082,24.9279,0,0,2,6.5387,0,0.0000
P0891,9,Norte,Web,7,74.2269,17.1707,0,0,1,6.9244,0,0.0000
P0892,9,Centro,Empresa,8,159.8922,38.9741,0,0,2,8.2067,0,0.0000
P0893,9,Sur,Empresa,5,12.4549,32.9548,0,1,2,5.1687,0,0.0000
P0894,9,Sur,Web,5,125.4536,28.9036,0,0,0,5.1817,0,0.0000
P0895,9,Sur,Web,9,33.1515,29.2531,0,0,0,9.2339,0,0.0000
P0896,9,Centro,Sucursal,9,77.8964,22.7173,1,0,0,9.5907,0,0.0000
P0897,9,Norte,Sucursal,4,62.9101,21.1802,0,0,1,3.7244,0,0.0000
P0898,9,Centro,Sucursal,2,61.7468,23.3683,0,0,1,2.1805,0,0.0000
P0899,9,Norte,Web,7,85.2300,11.8540,0,0,2,6.7768,0,0.0000
P0900,9,Norte,Web,10,135.9666,36.8978,0,0,1,9.8935,0,0.0000
P0901,10,Norte,Empresa,5,166.1721,36.4718,0,0,0,5.0228,0,0.0000
P0902,10,Norte,Web,6,119.6510,16.5893,1,0,3,6.4580,0,0.0000
P0903,10,Norte,Web,2,52.8272,34.0391,0,0,3,2.4110,0,0.0000
P0904,10,Centro,Empresa,8,151.0013,6.7519,1,1,0,8.1442,1,122332.2331
P0905,10,Sur,Web,3,22.9646,36.9744,0,0,4,2.7127,0,0.0000
P0906,10,Centro,Web,9,14.9459,15.2833,0,1,1,9.0153,0,0.0000
P0907,10,Norte,Sucursal,7,92.8841,13.7936,1,0,0,6.8246,0,0.0000
P0908,10,Norte,Web,6,71.6938,31.6238,1,0,1,6.4705,0,0.0000
P0909,10,Centro,Web,6,171.2350,32.4369,0,1,2,6.1719,0,0.0000
P0910,10,Centro,Sucursal,11,15.5878,22.0269,0,0,1,11.4238,0,0.0000
P0911,10,Sur,Sucursal,10,7.3131,27.0317,0,0,3,10.0515,0,0.0000
P0912,10,Centro,Empresa,7,84.8756,31.4332,1,1,0,7.8186,0,0.0000
P0913,10,Norte,Web,9,114.4781,19.6689,1,0,0,9.2347,1,121189.2776
P0914,10,Sur,Sucursal,7,165.4464,6.1943,0,0,1,7.0075,1,116317.9218
P0915,10,Norte,Empresa,6,105.9746,25.8887,0,0,1,5.1269,0,0.0000
P0916,10,Sur,Sucursal,3,35.7990,18.3863,0,0,1,2.3899,0,0.0000
P0917,10,Norte,Sucursal,6,112.1781,6.5152,1,1,0,5.9472,0,0.0000
P0918,10,Norte,Empresa,6,79.0406,28.2402,0,1,1,5.7483,0,0.0000
P0919,10,Sur,Web,3,11.2632,32.2584,0,0,1,2.9739,0,0.0000
P0920,10,Norte,Sucursal,7,52.4136,31.7366,1,0,2,6.4634,0,0.0000
P0921,10,Sur,Empresa,6,5.5671,8.1045,0,0,2,6.1682,0,0.0000
P0922,10,Norte,Web,4,81.7659,38.8742,0,0,3,3.6653,0,0.0000
P0923,10,Norte,Sucursal,4,33.8538,5.3729,0,1,1,3.7624,0,0.0000
P0924,10,Norte,Empresa,4,94.6785,7.3685,0,0,1,3.8090,1,123167.0041
P0925,10,Centro,Web,4,116.6931,34.5098,0,0,3,3.9522,0,0.0000
P0926,10,Norte,Web,10,58.5240,17.0699,0,0,2,9.7116,0,0.0000
P0927,10,Sur,Empresa,9,134.9197,29.9274,1,1,2,8.3262,0,0.0000
P0928,10,Norte,Web,5,80.3684,39.3317,0,0,1,5.6028,0,0.0000
P0929,10,Centro,Empresa,5,127.3818,13.0400,0,0,0,4.1539,0,0.0000
P0930,10,Norte,Sucursal,7,85.0819,31.0324,0,0,0,6.9201,0,0.0000
